session_id,target
1,0.2285449304745215
2,6.334843006474856e-05
3,8.760149394090471e-06
4,0.0003652356268224871
5,0.0007561055725285917
6,0.0027597068180780847
7,2.1344997994871645e-06
8,0.004425044295366149
9,0.0004848467079649479
10,0.020737858307758934
11,0.0006679524307876954
12,0.010152525744406067
13,0.0007809722016045239
14,0.0009773372520104342
15,0.015469462231661466
16,0.007151455153492774
17,0.0004970484994409673
18,0.0006050581013016645
19,0.03693721727974128
20,2.8176735614142634e-05
21,0.003778241683669125
22,0.0008951456285934524
23,0.0018834774676977216
24,0.0021792952047530187
25,0.049235332507446904
26,0.010516589704688753
27,0.00043479673130684997
28,0.005699341049113391
29,0.003604812226192241
30,6.791799996632089e-07
31,1.2673900450398869e-05
32,0.005238080162227934
33,0.0007432642444905125
34,0.0002500484408602875
35,0.004021114537367478
36,0.00031719447605233815
37,0.028991883360356966
38,0.0012009696055466845
39,3.167449653249627e-05
40,0.0004768128113118391
41,2.3974480828085597e-05
42,0.00509819434714556
43,0.002130404235682464
44,0.00042377780227626985
45,0.0010449063099020153
46,0.00253931208137375
47,0.00014713355441093784
48,0.00015578469128085787
49,0.0003079844460479477
50,0.0009749292190328394
51,0.0052355206797479095
52,0.0005941857428852443
53,0.04410463071747141
54,0.009384082651057796
55,0.006059847546114837
56,0.0012093010221370056
57,0.007643236886606135
58,0.008314743783277706
59,0.0029330888888829828
60,0.002533520343939944
61,9.472282857476699e-05
62,0.0036877162250106405
63,0.0005206666142549201
64,0.00020987401713009796
65,0.005122513180593984
66,0.0005057731202620638
67,0.00011980706349219323
68,0.0029319814791568906
69,0.003603504953563869
70,1.4472073559141383e-06
71,0.001359307091466736
72,0.00086949674161794
73,0.0064754734551751665
74,0.1496076120051108
75,0.0003855471105461706
76,0.0006634363776917187
77,1.0154143800299059e-05
78,0.001569876863790183
79,1.6818003415712673e-05
80,0.020456478191336235
81,0.013439724082774385
82,0.0013376214214047243
83,0.0090740788983556
84,0.0012872474932049123
85,0.00010655950566581912
86,0.0026704843010304656
87,0.0002457160966901844
88,0.000654470283703321
89,0.00035984416556535576
90,2.7707259856808655e-05
91,0.06400466243335032
92,0.00013144320157796205
93,5.354131896707283e-05
94,0.00045009182858558807
95,0.0027807533168120444
96,0.00237121647300715
97,0.005313482443938335
