session_id,target
1,0.010239202675913484
2,0.009762121123526106
3,0.006552971697897263
4,0.00890021656944114
5,0.014387422589908298
6,0.008266580901730257
7,0.0031527342861814383
8,0.0032287049012316954
9,0.01213973645827692
10,0.015364088301198234
11,0.008247621958988224
12,0.008180786464306151
13,0.008797422501098271
14,0.008835390932408375
15,0.007195863745681028
16,0.01211439006662733
17,0.006931473670008803
18,0.009065730825280593
19,0.007345155179444672
20,0.00726586917959146
21,0.014562176375965132
22,0.00018031525192332843
23,0.007933628429792028
24,0.01141104436459778
25,0.015083967355599217
26,0.01284924259001913
27,0.00583374837434177
28,0.01128566838832926
29,0.008022136372628375
30,0.0072903852619196925
31,0.004196405392938954
32,0.011292146726880023
33,0.010487620841630105
34,0.00025775219060963624
35,0.011587816667085955
36,0.0012624530407646891
37,0.007175395672481606
38,0.005155754448306453
39,0.0071115323564534955
40,0.011706722699529598
41,0.007983784800156532
42,0.008586174654924363
43,0.014369282133322094
44,0.005279984149622383
45,0.0076725754919399255
46,0.00708354151370266
47,0.009057489387140193
48,0.008566648854871045
49,0.006990734754727033
50,0.011325762763688295
51,0.015046169581991767
52,0.009135622720268877
53,0.013599096581829385
54,0.0015948912101961127
55,0.010205435116805632
56,0.01236474333864754
57,0.00973000351425832
58,0.0019264704862370996
59,0.011996937368519235
60,0.0032233028070418916
61,0.012083156354819595
62,0.007273752435897561
63,0.012154572501107682
64,0.011614600932043678
65,0.01063112252160767
66,0.007393453177643986
67,0.008941397834071546
68,0.01427736461664269
69,0.009261637907898244
70,0.01180039126187681
71,0.0024357496097389205
72,0.011019297826130503
73,0.010759132981070075
74,0.00874823572090409
75,0.011294072071626542
76,0.012229889864089764
77,0.0015932997368978388
78,0.009848339798703011
79,0.00936196019373988
80,0.0024579924866634665
81,0.01306303945925911
82,0.001293542430510286
83,0.009093718282898153
84,0.008108557117124488
85,0.006388334465152022
86,0.007485990130769845
87,0.0025987916546405324
88,0.010265033969593386
89,0.0007298136248949816
90,0.016171677365494987
91,0.005268803406451704
92,0.011895335340856716
93,0.00737718037813178
94,0.012686347323025048
95,0.012236717932084846
96,0.009572087217794168
97,0.009249430942447111
98,0.0006833838671187937
99,0.008320975652509891
100,0.007766483115230606
101,0.0007458022740318388
102,0.012315845386466672
103,0.011266041320392772
104,0.013770436905254603
105,5.523239343092699e-05
106,0.00905486118825345
107,0.0018666198454546411
108,0.005274373579853855
109,0.00764168403271468
110,0.0007921725018586784
111,0.004986863048337261
112,0.011419347110153591
113,0.01373161517005174
114,0.01479232783176599
115,0.013506670606446879
116,0.0015609261307451734
117,0.009838724565353405
118,0.004278231847388719
119,0.011561639111443466
120,0.01301473811146376
121,0.01192224065516137
122,0.003923379383906053
123,0.009375498822712216
124,0.009896989299782614
125,0.008251188627993162
126,0.00984657832468647
127,0.0038436900002397894
128,0.001202813416892024
129,0.013616678195321573
130,0.003457467490863523
131,0.007734725306302165
132,0.001946610003364763
133,0.008669963884924513
134,0.014494089188697361
135,0.005728059094037849
136,0.009384585556556062
137,0.001897300626606894
138,0.010192775657782744
139,0.006625167215900702
140,0.005373342788827224
141,0.01077842389803829
142,0.002321716480189353
143,0.007021846095225111
144,0.0016898143772016226
145,0.004192672098170463
146,0.005795517056225837
147,0.006897110336138459
148,0.0075306894522104975
149,0.005315323074245816
150,0.013103954322773724
151,0.008793674104926118
152,0.014540340673170882
153,0.009587681958498158
154,0.014406996444221342
155,0.005411935148465804
156,0.00533789914810578
157,0.0065143168274304246
158,0.009709212197238816
159,0.010126908629456605
160,0.006871596843419732
161,0.0064630448529937
162,0.008326449860530051
163,0.011150543903421049
164,0.009079993813209912
165,0.0024619816045779704
166,0.01079321001240681
167,0.01364039761600297
168,0.005210831300010952
169,0.0007380743910101434
170,0.012935494103400252
171,0.0006431164823299644
172,0.0045453043396679
173,0.009184809582742046
174,0.008319365108748495
175,0.008289238655587396
176,0.004622653584020317
177,0.012146053332001019
178,0.006185896604001086
179,0.01006469954763641
180,0.008339697917982747
181,0.014855173332351554
182,0.009608272727002702
183,0.010305110803840353
184,0.008488080932554867
185,0.006836893844239933
186,0.009373913334712521
187,0.013143247762917323
188,0.011741515481832455
189,0.008909153724495685
190,0.007027838781754373
191,0.0007414355688955119
192,0.0026029473813486267
